,username,tweet_content,datetime,hashtag,source,user_verified,url,sentence_length,hour,date,month,year
329,AzeemRafiq30,Azeem Rafiq h Big questions are going to be asked of Gambhir now  Below me talking about the appointment on   Matt Kabir Floyd Instagram reel From instagramcom,2024-11-03 08:04:56,#Indian Cricket,Twitter Web,False,https://twitter.com/@AzeemRafiq30/status/None,159,12.0,2024-11-03,11,2024
330,abpmajhatv,Abp my Oct Raza Indian Hindu daughter will be with Pakistani cricketersIt was also stated on changing religion      Raza Indian Hindu daughter will be with Pakistani cricketersClearly on changing religion From marathiablivecom k,2024-10-07 10:51:15,#Indian Cricket,Twitter Web,False,https://twitter.com/@abpmajhatv/status/None,228,20.0,2024-10-07,10,2024
331,NewsCapitalGJ,Newscapital Gujarat Sep Madhupura Cricket betting case arrested Most Wanted betting Deepak Thakkar  Newscapitalcom Madhupura Cricket betting case Most Wanted betting Deepak Thakkar arrested News Capital Madhupura Cricket Betting The investigation was handed over to SMC the main accused Deepak ThakkarThe warrant was issued according to the CRPC to capture it,2024-09-01 09:48:10,#Indian Cricket,Twitter Web,False,https://twitter.com/@NewsCapitalGJ/status/None,359,5.0,2024-09-01,9,2024
332,cricbuzz,Cricbuzz Jun  needs to drop correct batting in favour of effective to compete against England reviews the first ODI highlighting the issues in the middle order and how its holding up the game  ,2021-06-28 05:30:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,193,13.0,2021-06-28,6,2021
333,Ei_Samay,Ei samay SEP Bat  𓃵        Great blast in the net King Kohlis sixth wall is broken by the wall of Chinwamy watch the video From eisamaycom,2024-09-16 15:33:18,#Indian Cricket,Twitter Web,False,https://twitter.com/@Ei_Samay/status/None,138,20.0,2024-09-16,9,2024
334,saamTVnews,Saamtv news Oct Mohammad Siraj accepted the post of Deputy Superintendent of Police in Telangana     DSP Mohammed Siraj DSP Mohammad SirajTelangana accepted the post of Deputy Superintendent of Police From saamvesakalcom,2024-10-11 13:55:15,#Indian Cricket,Twitter Web,False,https://twitter.com/@saamTVnews/status/None,220,17.0,2024-10-11,10,2024
335,Maratha_777,Maratha_heart Sep No one is working as hard as the hard work the farmers do Kapil Dev former cricketer     k,2024-09-28 17:40:34,#Indian Cricket,Twitter Web,False,https://twitter.com/@Maratha_777/status/None,108,8.0,2024-09-28,9,2024
336,Queen__Shaikh,RANI SK Oct Congratulations    assumes charge as   ,2024-10-12 03:58:28,#Indian Cricket,Twitter Web,False,https://twitter.com/@Queen__Shaikh/status/None,51,10.0,2024-10-12,10,2024
337,ICC,ICC Mar Breakthrough for India Thakur has his fourth and Rashid has to depart thanks to a stunning onehanded take from Kohli Englands run eighthwicket stand is broken  K,2021-03-28 15:43:12,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,169,9.0,2021-03-28,3,2021
338,middaygujarati,Gujarati Midday Oct પકસતન મહલઓએ કચ છડન ભરતન આશઓ પર પણ ફરવય          Womens T World Cup Pakistan women dropped catches and ended Indias hopes પકસતન From gujaratimiddaycom,2024-10-17 05:01:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,169,5.0,2024-10-17,10,2024
339,middaygujarati,Gujarati Middle Oct Team India won the last over           Womens T World Cup Ind Vs Aus Australia entered the semifinals without Losing a single From GujaratiMIDDAYcom,2024-10-14 06:15:28,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,168,15.0,2024-10-14,10,2024
340,htTweets,Hindustan Times Sep   became the thirdquickest  seamer to take international wickets after the legendary  and  Read more here Via K,2024-09-20 23:00:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@htTweets/status/None,131,13.0,2024-09-20,9,2024
341,ICC,ICC Sep India reach at the end of day two will feel theyre on top after dismissing late in the day What do you think will happen tomorrow  FOLLOW LIVE K,2018-09-08 17:31:23,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,152,17.0,2018-09-08,9,2018
342,middaygujarati,Gujarati Middle Oct The first day of IndoNew Zealands first Test washed with rain       India vs New Zealand Test Day Match at Chinnaswamy Stadium Delayed By Rain IndoNew From GujaratiMIDDAYcom,2024-10-17 04:52:08,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,193,3.0,2024-10-17,10,2024
343,middaygujarati,Gujarati Midday Oct અડધઅધર ફટનસવળ શમન ઑસટરલય નહ લઈ જઈએ રહત શરમ          Captain Rohit Sharmas clear talk not taking Shami to Australia with half fitness કપટન રહત From gujaratimiddaycom,2024-10-16 05:11:43,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,184,15.0,2024-10-16,10,2024
344,middaygujarati,Gujarati Middle Oct Pakistan did not come out India Womens T World Cup out         India Womens T World Cup Pakistan Not Out India Out of Match Pakistan did not come India From GujaratiMIDDAYcom,2024-10-15 05:22:56,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,194,5.0,2024-10-15,10,2024
345,crickex_info,Crickex Sep Amazing Cricket Facts That Will Blow Your Mind                  ,2024-09-30 05:31:27,#Indian Cricket,Twitter Web,False,https://twitter.com/@crickex_info/status/None,76,6.0,2024-09-30,9,2024
346,ICC,ICC Dec India declare after and reach fifties their second innings ending on Sri Lanka need runs to win  LIVE K,2017-12-05 09:49:04,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,111,23.0,2017-12-05,12,2017
347,middaygujarati,Gujarati Middle Oct Returning to the Indian team Varun Chakraborty seems like a reincarnation         ,2024-10-08 06:52:25,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,102,17.0,2024-10-08,10,2024
348,middaygujarati,Gujarati Middle Oct Hardik Pandya becomes Indian to win the highest T international match by killing six      breaksviratkohlimosttiswithASIX,2024-10-08 06:50:58,#Indian Cricket,Twitter Web,False,https://twitter.com/@middaygujarati/status/None,141,4.0,2024-10-08,10,2024
349,BhairavVaam,Bhairav Sep This is a diplomatic victory WHAT NONSENSE ARE FEEDING PEOPLE Millions of Hindu lifes are at risk every day  are being butchered raped converted temples destroyed house burnt  govt playing cricket with    Quote Times Algebra Sep BIG BREAKING NEWS Bangladesh Interim Govt reverses decision to ban export of Hilsa Fish to India Bangladesh approves export of tons of the fish on the occasion of Durga Puja HUGE diplomatic victory for PM Modi Earlier Interim govt had earlier announced that they Show more,2024-09-21 17:14:06,#Indian Cricket,Twitter Web,False,https://twitter.com/@BhairavVaam/status/None,513,5.0,2024-09-21,9,2024
350,SkyCricket,Sky Sports Cricket Mar INDIA WIN BY RUNS Curran hits two of the last three balls for six but Virat Kohlis men take the series after triumphing in a highscoring contest  Watch live Blog India vs England LIVE From skysportscom,2021-03-20 17:23:00,#Indian Cricket,Twitter Web,False,https://twitter.com/@SkyCricket/status/None,224,5.0,2021-03-20,3,2021
351,cricbuzz,Cricbuzz Jan Kohli gets off the mark with a streaky four towards third man as he got squared up India get runs after dot balls IND ,2018-01-16 15:16:27,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,131,5.0,2018-01-16,1,2018
352,Cric_beat,CricBeat Jul Indias ICC Ranking TI Test ODI Only Team to be in Top in all formats ,2022-07-13 03:57:34,#Indian Cricket,Twitter Web,False,https://twitter.com/@Cric_beat/status/None,82,9.0,2022-07-13,7,2022
353,cricbuzz,Cricbuzz Sep Good news coming from Colombo Play to resume at PM for a full oversaside game India will continue from in overs    K,2023-09-11 10:56:37,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,129,6.0,2023-09-11,9,2023
354,cricketwallah,Cricketwallah Mar Rashids twin strike puts India in a bind of sorts Both openers gone Kohli and Pant have to keep their wickets intact and one eye on the scoreboard,2021-03-28 09:24:53,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricketwallah/status/None,164,6.0,2021-03-28,3,2021
355,cricketwallah,Cricketwallah Mar India fought back when batting to notch plus and when bowling after Roy and Bairstow had flayed the attack demolished strong batting lineup Apart from talent show selfbelief when chips are down and robust desire to win My MoM young Prasidha Krishna,2021-03-23 16:04:03,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricketwallah/status/None,266,17.0,2021-03-23,3,2021
356,Sportskeeda,Sportskeeda Jan Hitmans historic ton and Rinkus fiery fifty guides India to a huge total of      K,2024-01-17 15:19:27,#Indian Cricket,Twitter Web,False,https://twitter.com/@Sportskeeda/status/None,98,17.0,2024-01-17,1,2024
357,ICC,ICC May Dinesh Karthiks comeback Pujara rewarded for rich form Top IPL performers included The talking points from the India squads for the TI series against South Africa and the fifth Test versus England Cricket News ICC From icccricketcom K,2022-05-22 16:00:11,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,242,15.0,2022-05-22,5,2022
358,ICC,ICC Jun Batting struggles Srikar Bharat shines bright Bumrah and Krishna bowl to Indias top order Talking points from the warmup match in Leicester Cricket News ICC From icccricketcom,2022-06-24 02:00:08,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,183,3.0,2022-06-24,6,2022
359,toisports,Indias reinvented approach to the over game was vindicated by the sevenwicket win but it also showed that discretion is always the better part of valour,2021-03-16 04:14:48,#Indian Cricket,Twitter Web,False,https://twitter.com/@toisports/status/None,152,10.0,2021-03-16,3,2021
360,cricketwallah,Cricketwallah Aug Iftikhar falls to Pandya and India come back in the game after a few expensive overs All three wickets have fallen to short deliveries suggests good tactics and bowling by India and not such good batting by the batsmen dismissed,2022-08-28 15:11:51,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricketwallah/status/None,246,9.0,2022-08-28,8,2022
361,cricbuzz,Cricbuzz Jul India found a new batting blueprint in TIs and are set to extend it to the over format previews the first  ODI England vs India st ODI Preview From Web,2022-07-12 11:05:07,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,164,16.0,2022-07-12,7,2022
362,Cricketracker,CricTracker Aug Both Indian setbatters are back in the pavilion India are now seven down and need runs in the last overs Sony LIV K,2024-08-02 16:04:20,#Indian Cricket,Twitter Web,False,https://twitter.com/@Cricketracker/status/None,131,15.0,2024-08-02,8,2024
363,cricbuzz,Cricbuzz Aug All you need to know about the ongoing Indian domestic season Heres our live blog cricbuzzcom India Domestic Season News Digest All the news and updates from season of the Indian Domestic Cricket Season,2019-08-31 08:59:59,#Indian Cricket,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,215,16.0,2019-08-31,8,2019
364,ICC,ICC Oct Its going to be a nailbiting finish in Vizag Windies need runs off balls for victory with four wickets in hand  LIVE Quote ICC Live Scores Oct nd ODI WICKET J Holder is out run out Ambati RayuduYuzvendra Chahal ,2018-10-24 15:58:10,#Indian Cricket,Twitter Web,False,https://twitter.com/@ICC/status/None,219,2.0,2018-10-24,10,2018
365,RCBTweets,Royal Challengers Bengaluru Aug s direct hit Bairstow dismissal off and now Ashwins strike has put India on the drivers seat Eng  ,2018-08-01 16:03:54,#Indian Cricket,Twitter Web,False,https://twitter.com/@RCBTweets/status/None,130,4.0,2018-08-01,8,2018
366,RCBTweets,Royal Challengers Bengaluru Nov Thats another clinical performance by  and remain unbeaten and take home without any fuss India win by wickets with overs to spare and seal the series  ,2018-11-01 11:34:10,#Indian Cricket,Twitter Web,False,https://twitter.com/@RCBTweets/status/None,184,15.0,2018-11-01,11,2018
367,Tricolour1st,卐 Blitz_kreig 卐 h  Student strips in Defiant Protest Against harrasment by Morality Police security Forces for improper Hijab Incident Location Islamic Azad University Student Arrested Student might be transferred to the Mental Hospital by Iranian Authorities,2024-11-03 02:45:39,#Iranian,Twitter Web,False,https://twitter.com/@Tricolour1st/status/None,259,11.0,2024-11-03,11,2024
368,charwak_gautam,Charwak gautam s New Zealand defeated India in India which was undefeated at home ground for years New Zealand take a bow GG Eras best achievement India in India     Team India  ,2024-11-03 09:24:12,#Kiwis,Twitter Web,False,https://twitter.com/@charwak_gautam/status/None,178,16.0,2024-11-03,11,2024
369,WeeklyOffload,The Weekly Offload h Thats the best game of International footy Ive ever seen           ,2024-11-02 09:39:03,#Kiwis,Twitter Web,False,https://twitter.com/@WeeklyOffload/status/None,88,8.0,2024-11-02,11,2024
370,pratidintime,Pratidin Time m In a stunning upset swept in their firstever series whitewash on Indian soil claiming victory in the final Test at Mumbais Wankhede Stadium Full story here    ,2024-11-03 09:10:10,#Kiwis,Twitter Web,False,https://twitter.com/@pratidintime/status/None,175,15.0,2024-11-03,11,2024
371,NBiffs,Rugby League Best Tries Hits and Biffs Oct New Zealand vs Great Britain Classic game        From Rugby League Lions K,2024-10-05 07:26:59,#Kiwis,Twitter Web,False,https://twitter.com/@NBiffs/status/None,117,16.0,2024-10-05,10,2024
372,sakthibalu_twtz,DrSakthi h New Zealand have been absolutely magnificent and they have outplayed India in every department of the game ,2024-11-03 07:42:16,#Kiwis,Twitter Web,False,https://twitter.com/@sakthibalu_twtz/status/None,118,11.0,2024-11-03,11,2024
373,shaileshch40001,shailesh Oct When kiwis stunned after watching thala  ,2024-10-28 16:46:03,#Kiwis,Twitter Web,False,https://twitter.com/@shaileshch40001/status/None,54,2.0,2024-10-28,10,2024
